phase,condition,intervention_type,study_design,sponsor_type,enrollment,enrollment_type,status,gender,location,masking,duration
6,15030,6,1,6,160.0,0,0,0,1726,4,336.0
6,4186,6,1,6,24.0,0,1,0,1621,1,1492.0
6,6289,6,2,3,38.0,0,1,0,1621,1,958.0
1,17763,6,0,3,134.0,0,0,0,157,1,2530.0
5,8894,6,0,3,53.0,0,0,1,2465,1,61.0
5,10414,6,1,6,0.0,0,1,0,1615,1,0.0
1,16577,6,0,3,95.0,0,1,0,83,1,2323.0
6,7308,6,1,3,90.0,1,0,0,432,1,212.0
1,13076,10,2,6,30.0,0,1,0,2247,1,2195.0
3,10151,6,1,3,0.0,0,1,0,432,3,1461.0
3,17291,0,1,5,258.1383630528429,1,0,0,593,3,1065.0
5,13246,6,1,3,8910.0,0,1,0,83,2,1157.0
5,17537,6,1,3,0.0,0,1,0,1807,2,699.0
3,18367,6,2,6,0.0,0,1,0,2465,1,302.0
1,7292,6,0,3,44.0,0,0,0,157,1,950.0
1,3144,6,2,3,33.0,0,0,0,2465,1,1065.0
6,8866,6,1,3,55.0,0,1,0,2457,2,386.0
2,7819,6,2,6,15.0,0,0,0,2465,1,488.0
3,11577,6,2,6,16.0,0,1,0,157,1,944.0
2,2812,6,1,3,21.0,0,1,0,2247,1,1127.0
1,6346,6,2,3,12.0,0,0,1,2465,1,152.0
1,9493,6,0,3,16.0,0,0,0,1517,1,305.0
1,564,6,0,6,0.0,0,1,0,1458,1,306.0
4,10149,1,1,3,0.0,0,1,0,2465,1,669.0
2,499,6,0,3,50.0,2,1,0,1621,1,1522.0
3,3467,10,0,3,39.0,0,1,0,1726,1,879.0
1,8128,6,1,3,48.0,0,0,2,2465,0,121.0
3,19009,8,2,5,27.0,0,0,0,1666,1,2448.0
3,1641,3,0,3,30.0,0,0,0,243,1,31.0
3,7823,6,1,3,57.0,0,0,0,2465,1,1339.0
1,12283,6,2,6,60.0,0,0,0,157,1,3227.0
0,12676,6,0,5,3.0,0,1,0,1096,1,1685.0
1,14666,6,2,3,24.0,0,0,0,2425,1,31.0
1,17999,6,2,6,0.0,0,1,0,2465,1,304.0
1,7783,1,0,5,0.0,0,1,0,2392,1,1076.9030855527424
1,11150,6,1,3,44.0,0,0,2,2465,3,388.0
3,12885,6,2,6,23.0,0,1,0,1807,1,1211.0
5,17132,6,1,7,258.1383630528429,1,1,0,2465,4,1076.9030855527424
1,10121,6,1,3,24.0,0,0,0,2356,3,173.0
5,4833,6,1,3,6268.0,1,0,0,2465,0,1522.0
2,18451,6,1,6,30.0,0,0,0,83,2,487.0
3,19283,6,2,3,6.0,0,1,0,432,1,1004.0
1,17041,6,1,3,73.0,0,0,2,2297,0,273.0
3,5690,6,2,6,94.0,0,0,0,2465,1,1553.0
1,862,9,0,5,1.0,0,1,0,432,1,428.0
5,2603,2,2,3,5.0,0,1,0,1457,1,328.0
3,17132,6,1,3,9.0,0,1,0,432,1,245.0
1,19283,1,2,6,20.0,0,0,0,1621,1,122.0
3,8981,3,1,6,130.0,0,0,0,2465,1,1430.0
3,15770,6,2,8,0.0,0,1,2,1457,1,123.0
5,12474,6,1,3,43.0,0,1,1,2247,2,2373.0
6,764,6,2,6,0.0,0,1,0,2465,1,519.0
6,10853,3,2,3,0.0,0,1,0,2465,3,426.0
1,8057,6,1,3,36.0,0,0,2,2465,1,30.0
6,2083,6,1,3,200.0,2,0,0,1614,0,365.0
3,5616,9,1,3,184.0,0,1,0,157,3,945.0
5,15382,6,1,6,592.0,0,0,1,2465,1,820.0
6,4893,6,1,6,201.0,0,1,1,1734,1,852.0
6,8291,5,1,8,804.0,0,0,0,2465,4,730.0
3,19217,6,1,6,30.0,0,0,0,2465,0,1126.0
5,13855,6,1,6,40.0,1,1,0,1666,0,150.0
6,14724,6,1,6,0.0,0,1,2,2465,1,30.0
1,3736,6,1,3,188.0,0,0,0,2465,0,365.0
6,15239,6,1,6,215.0,0,1,0,446,2,1036.0
5,18407,5,1,2,26.0,0,0,0,2418,4,178.0
2,18969,1,0,6,12.0,1,0,0,2465,1,867.0
3,11192,6,0,3,35.0,2,1,0,1621,1,700.0
3,2367,1,1,5,228.0,0,0,1,432,0,983.0
5,5549,1,1,3,310.0,0,0,0,83,0,1461.0
5,8981,6,0,3,72.0,0,0,0,1192,1,488.0
1,15424,1,0,6,0.0,0,1,0,2465,1,1157.0
1,243,6,2,5,6.0,0,1,0,1807,1,914.0
3,2564,6,1,5,0.0,0,1,0,1457,2,776.0
6,1573,5,1,6,7200.0,0,0,0,2465,1,2799.0
5,74,6,1,6,3.0,0,1,0,1458,1,668.0
6,16610,6,1,3,0.0,0,1,0,2465,1,1247.0
2,16456,10,2,6,54.0,0,0,0,432,1,5190.0
4,4025,6,1,3,261.0,0,0,0,2465,1,731.0
5,221,1,1,3,321.0,0,0,0,227,2,336.0
6,192,6,1,6,145.0,0,0,1,2465,1,1246.0
3,19554,6,2,3,0.0,0,1,0,2465,1,61.0
0,18998,3,2,1,0.0,0,1,0,2316,1,22.0
5,5670,6,1,3,204.0,0,1,0,305,2,1051.0
3,17223,6,2,3,30.0,0,1,0,2465,1,761.0
1,3865,6,1,5,38.0,0,0,0,157,1,1765.0
5,13701,6,1,3,361.0,0,0,1,2465,1,1714.0
5,12633,6,1,3,176.0,0,0,0,432,4,1533.0
5,18385,6,0,3,10.0,0,0,0,2465,3,31.0
3,19156,1,1,6,2797.0,0,0,0,2465,2,1076.9030855527424
4,14687,6,2,5,13.0,0,1,0,2392,1,176.0
5,10900,6,1,3,16.0,0,1,0,2465,1,1006.0
1,9724,6,2,3,16.0,0,0,2,2465,1,31.0
1,253,6,1,3,64.0,0,0,0,2465,3,91.0
3,3640,6,2,3,102.0,0,0,1,83,1,1512.0
3,9048,8,2,6,10.0,0,0,1,872,1,273.0
3,12676,6,2,3,6.0,0,1,0,2316,1,462.0
5,2793,6,1,3,917.0,0,0,0,83,3,234.0
3,18227,6,1,6,27.0,0,1,0,1347,1,1035.0
5,19283,6,2,3,1822.0,0,1,0,83,1,3307.0
3,12475,6,2,5,6.0,0,1,0,2392,1,730.0
3,18387,6,1,3,80.0,0,1,0,2465,2,618.0
6,8493,6,1,3,5.0,0,1,0,2465,4,363.0
3,3546,5,2,6,8.0,0,0,0,2465,1,274.0
1,12918,6,2,3,14.0,0,0,0,1609,1,1076.9030855527424
6,8219,6,1,6,105.0,0,0,0,2048,2,743.0
2,14868,6,2,6,9.0,0,0,0,1726,1,1996.0
3,3546,6,2,3,1.0,0,1,0,1614,1,102.0
1,1681,0,1,5,46.0,0,0,0,432,1,1430.0
5,6668,6,1,3,96.0,0,0,0,2465,2,608.0
3,19577,6,1,3,216.0,0,0,1,531,2,335.0
1,3144,6,0,3,63.0,1,1,0,2465,1,1076.9030855527424
3,3796,6,2,6,8.0,0,1,0,2247,1,5784.0
5,10237,6,1,6,200.0,1,1,1,432,1,1461.0
5,4128,6,1,3,57.0,0,1,0,432,1,388.0
5,8804,8,1,6,103.0,0,1,1,1517,3,639.0
3,2123,6,1,3,250.0,0,0,0,432,2,244.0
5,5549,6,1,3,1092.0,0,0,0,2465,4,1076.9030855527424
6,6696,6,1,6,30.0,0,0,0,2247,1,1293.0
5,1096,6,0,3,140.0,1,0,0,432,1,639.0
3,4855,6,2,3,33.0,0,0,0,812,1,121.0
5,3454,6,1,3,28.0,0,0,0,1093,0,134.0
6,11381,6,2,3,30.0,0,0,0,1719,1,578.0
3,15807,6,1,3,7.0,0,1,2,2247,1,550.0
5,9582,6,1,6,114.0,0,0,0,2465,1,1842.0
2,9997,6,2,7,24.0,0,0,0,435,1,1430.0
1,8579,6,1,5,0.0,2,0,0,601,3,549.0
6,19219,6,1,5,27.0,0,1,0,432,1,2376.0
5,16893,1,1,3,1501.0,0,0,0,2465,2,428.0
3,15770,6,2,5,11.0,0,1,2,1614,1,1400.0
6,3468,6,1,6,142.0,0,1,0,1719,4,701.0
1,8151,6,1,3,63.0,0,0,2,2247,0,153.0
6,19219,6,1,6,24.0,0,1,2,2465,2,365.0
3,5690,6,2,6,5.0,0,1,0,1089,1,366.0
1,5642,1,0,1,50.0,0,0,0,1457,1,434.0
3,19521,6,0,3,13.0,0,0,0,2465,1,3287.0
3,3098,6,1,3,12.0,0,0,0,2465,3,545.0
5,4671,6,1,6,800.0,0,0,0,205,2,1826.0
5,8804,6,1,3,258.1383630528429,1,0,2,1621,0,1492.0
3,5416,6,1,3,200.0,0,0,0,273,2,670.0
3,1554,6,1,3,88.0,0,0,0,432,1,979.0
0,7435,6,1,6,7.0,0,1,1,2247,1,744.0
2,12412,6,0,3,52.0,2,0,0,593,1,669.0
2,12546,9,2,6,13.0,0,0,0,2465,1,670.0
6,5458,6,0,6,0.0,0,1,0,1621,1,1311.0
3,8785,6,2,3,2.0,0,1,2,432,1,531.0
2,12135,5,2,6,10.0,0,1,0,1734,1,1065.0
3,10937,1,2,5,71.0,0,0,0,83,1,5113.0
5,7682,0,1,6,240.0,1,1,1,526,3,334.0
3,7308,6,1,3,81.0,0,1,0,2465,4,274.0
5,19866,5,1,6,153.0,0,0,0,2465,0,699.0
1,11587,6,2,3,18.0,0,1,0,2465,1,1955.0
3,15770,10,1,6,346.0,0,0,2,2465,1,2570.0
6,5352,6,1,7,0.0,0,1,0,2465,3,364.0
1,9212,6,1,3,20.0,0,0,0,601,0,179.0
6,13972,5,1,6,50.0,0,0,0,2465,1,1035.0
5,1338,3,1,3,0.0,0,1,0,1089,2,152.0
3,2880,6,2,6,15.0,0,1,1,2316,1,601.0
3,17243,6,1,6,0.0,0,1,0,2465,0,701.0
1,16878,6,1,3,32.0,0,0,0,2465,2,243.0
1,8981,6,1,3,24.0,0,0,2,2134,1,61.0
6,1940,6,1,6,80.0,0,1,0,2465,1,455.0
6,14277,3,1,3,370.0,0,0,0,88,3,2680.0
5,13840,6,2,3,190.0,0,1,0,157,1,402.0
5,4993,6,1,6,80.0,0,0,0,1458,2,524.0
1,1522,6,0,3,68.0,0,0,0,2246,1,2272.0
6,4687,6,2,3,0.0,0,1,0,1089,1,730.0
1,11983,0,1,5,100.0,0,0,0,1719,1,1979.0
5,9625,1,1,3,379.0,0,0,0,2465,0,344.0
2,3320,6,1,5,42.0,0,1,0,1457,1,1836.0
6,4255,9,2,6,30.0,0,1,0,432,3,1827.0
6,1654,6,1,6,0.0,0,1,0,2465,2,30.0
1,12965,6,2,3,7.0,0,0,0,1458,1,3226.0
1,10420,6,2,6,1.0,0,1,0,1807,1,410.0
0,14494,1,1,3,10.0,0,0,0,158,1,1338.0
2,3320,6,1,3,23.0,0,1,0,2465,1,638.0
6,13392,6,1,6,17.0,0,1,0,1719,1,590.0
6,18741,6,1,6,300.0,0,0,1,1624,1,669.0
3,17094,6,2,6,35.0,1,0,0,2465,1,2161.0
1,19361,6,1,6,10.0,0,0,0,1617,4,183.0
1,12676,6,2,6,17.0,0,1,0,1222,1,620.0
6,17223,6,0,6,15.0,0,1,0,2465,1,1076.9030855527424
4,4256,6,1,6,58.0,0,1,0,2247,0,1627.0
5,7154,6,1,6,78.0,0,1,0,2465,4,1005.0
6,7823,6,1,3,26.0,0,1,2,2247,1,923.0
5,16898,1,1,3,1482.0,0,0,0,2465,4,819.0
1,3144,6,0,3,83.0,0,0,0,1496,1,1919.0
3,9590,1,1,3,240.0,0,0,0,2465,2,31.0
6,5576,6,1,6,84.0,0,0,0,2362,4,1137.0
3,10439,6,2,6,19.0,0,0,0,1853,1,3077.0
1,8057,6,1,3,42.0,0,0,2,2465,1,1076.9030855527424
1,8475,1,0,6,35.0,0,0,0,2405,1,1247.0
3,6320,6,2,5,31.0,0,1,1,1621,1,3910.0
6,8239,9,1,3,100.0,1,1,0,880,1,306.0
6,5198,6,2,3,47.0,0,0,0,812,1,356.0
1,11101,1,1,6,64.0,0,0,0,1723,4,1181.0
1,4128,6,0,3,32.0,0,0,0,432,1,1278.0
3,9304,1,1,6,0.0,0,1,0,2465,3,0.0
3,4620,6,1,3,7.0,0,1,0,1807,1,1552.0
3,14102,7,1,3,44.0,1,1,0,432,2,1076.9030855527424
1,7342,6,0,3,31.0,0,1,0,593,1,675.0
1,8162,1,1,3,69.0,0,0,0,1457,0,1257.0
3,7488,6,2,3,41.0,0,1,0,1666,1,1143.0
0,17692,6,2,5,25.0,0,0,0,601,1,2389.0
3,16331,1,2,3,11.0,0,0,0,880,1,1572.0
5,18183,6,2,6,0.0,0,1,0,2465,1,731.0
2,3614,1,1,6,0.0,0,1,0,880,2,3315.0
3,13632,6,1,7,166.0,0,0,1,2465,4,579.0
5,1636,6,0,6,258.1383630528429,1,1,0,682,1,182.0
4,18625,6,1,6,0.0,0,1,0,2465,4,501.0
1,12323,6,1,6,31.0,0,0,0,880,1,2557.0
3,6607,6,0,5,8.0,0,1,1,1524,1,609.0
6,8291,6,1,6,100.0,0,0,0,2465,3,367.0
3,13512,3,1,7,80.0,1,0,0,2465,1,1095.0
6,7795,6,1,3,60.0,0,0,0,2465,1,1003.0
1,3259,3,1,6,0.0,0,1,0,1457,0,922.0
5,7485,6,1,4,691.0,0,0,0,157,4,2647.0
3,3861,6,0,8,0.0,0,1,0,2465,1,1217.0
2,6377,6,1,3,13.0,0,0,0,2139,2,273.0
1,11124,6,1,6,32.0,0,0,0,2465,2,199.0
6,9751,6,1,5,271.0,0,0,0,1089,3,1531.0
1,19208,1,1,3,21.0,0,0,0,432,2,306.0
1,6346,6,2,3,9.0,0,1,1,1666,1,1035.0
1,680,1,2,5,7.0,0,0,2,432,1,2890.0
5,12412,6,1,3,600.0,2,1,1,157,1,365.0
5,3972,6,1,6,78.0,0,0,0,2465,4,242.0
3,12556,6,1,6,7.0,0,1,1,880,3,344.0
6,14305,6,1,6,62.0,0,1,0,2247,3,2617.0
2,10580,1,2,6,15.0,0,0,0,432,1,1288.0
3,1714,6,2,6,2.0,0,1,0,374,1,961.0
1,7852,1,2,6,6.0,0,0,2,2247,1,544.0
6,14314,6,2,6,13.0,0,1,0,1458,1,1734.0
2,414,1,2,3,3.0,0,1,0,432,1,365.0
1,6750,6,2,3,39.0,0,1,2,432,1,1218.0
0,6325,3,2,6,0.0,0,1,1,2465,1,335.0
5,17649,6,2,3,12.0,0,0,0,432,1,1161.0
5,12184,6,1,6,800.0,2,1,0,2465,0,1675.0
5,8016,6,1,3,483.0,0,0,0,1089,1,1797.0
2,1544,6,1,5,28.0,0,0,0,432,1,1660.0
1,15382,6,0,3,30.0,0,0,1,812,1,396.0
3,18543,6,1,3,547.0,0,0,0,83,0,639.0
6,19283,0,1,3,6.0,0,1,0,2465,3,822.0
1,15991,6,2,3,6.0,0,1,0,432,1,860.0
3,13612,6,0,3,37.0,0,0,0,2465,1,92.0
3,19194,6,0,3,22.0,0,1,0,630,1,836.0
6,8291,6,1,6,450.0,0,0,0,2465,1,1280.0
1,5086,1,1,6,10.0,0,1,0,2425,2,1675.0
5,6337,6,1,3,827.0,0,0,1,157,1,2452.0
6,18231,8,1,7,64.0,0,0,0,2465,0,487.0
6,12180,6,2,4,11.0,0,1,0,2465,1,147.0
1,8057,6,1,3,18.0,0,0,0,2465,1,1076.9030855527424
1,8119,1,1,3,24.0,0,1,2,1162,3,110.0
2,17788,6,0,3,116.0,0,1,0,83,1,2170.0
1,12153,6,2,3,3.0,0,0,0,2465,1,397.0
6,5306,6,1,3,35.0,0,1,0,2356,1,2007.0
2,8519,1,0,8,20.0,0,1,0,1617,1,1197.0
6,16700,6,1,6,298.0,2,1,0,2465,1,1461.0
2,13701,6,2,3,15.0,0,1,1,232,1,518.0
6,4993,6,1,3,1000.0,2,0,0,1873,1,912.0
3,8018,6,2,3,9.0,0,1,0,601,1,1300.0
1,7474,6,1,3,50.0,0,0,0,432,4,61.0
2,2406,6,1,3,108.0,2,0,0,680,0,702.0
2,4167,6,2,5,0.0,0,1,0,2465,1,516.0
1,510,6,2,5,13.0,0,1,0,1726,1,1642.0
2,4595,6,0,3,30.0,2,1,0,83,1,365.0
6,19726,6,0,6,60.0,2,0,0,2465,1,700.0
3,1968,6,2,6,4.0,0,1,0,1807,1,1430.0
6,15244,6,1,6,41.0,0,1,0,2425,1,1033.0
1,921,1,0,3,95.0,0,0,0,157,1,1359.0
3,4595,6,2,3,0.0,0,1,0,2465,1,973.0
2,10669,6,2,6,0.0,0,1,0,88,1,851.0
3,10073,6,2,3,69.0,0,0,0,157,1,578.0
1,8913,1,1,3,0.0,0,1,0,2465,0,212.0
6,7465,6,0,3,258.1383630528429,1,0,0,1807,1,1076.9030855527424
3,7226,6,1,6,15.0,0,1,0,1016,1,3287.0
2,13972,6,0,6,16.0,0,1,0,1524,1,1145.0
3,2880,6,1,6,12.0,0,1,0,1621,4,1187.0
1,11386,6,2,3,4.0,0,0,0,1807,1,974.0
3,13491,6,1,6,14.0,2,1,0,2465,0,120.0
1,4035,6,1,3,8.0,0,1,0,2465,0,696.0
3,13076,6,1,3,64.0,0,0,0,593,1,2161.0
5,2093,6,1,3,504.0,0,0,0,1614,4,489.0
4,10811,6,1,3,274.0,0,0,2,432,2,1308.0
3,8986,9,2,6,2.0,0,1,0,1111,1,730.0
3,2448,6,1,3,414.0,0,1,2,83,4,549.0
1,19766,6,1,3,70.0,0,0,0,1668,3,61.0
1,15086,6,1,6,12.0,0,1,0,601,0,1552.0
3,2836,3,0,6,50.0,1,0,0,2246,1,1613.0
5,5549,6,0,3,2122.0,0,0,0,432,1,1076.9030855527424
6,1276,6,1,5,26.0,0,1,0,2362,1,1158.0
1,12556,6,0,3,12.0,0,0,0,2465,1,1735.0
3,1549,6,1,3,40.0,0,0,2,2465,2,274.0
3,11593,8,2,5,10.0,0,1,0,1089,1,947.0
3,442,6,1,6,51.0,0,1,0,1621,2,1391.0
3,5480,6,2,3,12.0,0,0,0,1621,1,974.0
6,5899,6,2,6,27.0,0,0,0,2465,0,120.0
1,7422,6,2,6,144.0,0,0,0,2465,1,1216.0
6,5659,6,1,6,11.0,0,1,0,1719,4,1461.0
5,8894,6,0,3,27.0,0,0,1,2465,1,1076.9030855527424
5,8894,6,2,3,26.0,0,0,1,2465,1,1076.9030855527424
5,19748,9,1,6,0.0,0,1,0,2465,1,851.0
6,19738,6,1,3,4726.0,2,0,0,1614,0,1826.0
6,6911,6,1,6,4.0,0,1,0,1496,3,739.0
3,8884,6,2,6,15.0,0,0,0,2465,1,1734.0
3,4595,6,1,3,8.0,0,1,0,2174,4,730.0
6,15807,9,1,6,10.0,0,1,2,1517,1,1004.0
3,3506,6,1,3,45.0,0,0,0,812,2,153.0
1,632,1,1,6,23.0,0,1,0,2465,4,1461.0
3,14175,6,1,6,9.0,0,0,0,601,2,2894.0
3,2880,6,2,6,61.0,0,0,1,2465,1,1290.0
1,12556,6,2,3,23.0,0,0,0,2465,1,735.0
1,8057,6,1,3,52.0,0,0,0,1420,1,61.0
2,3320,6,2,3,2.0,0,1,0,432,1,121.0
4,6450,5,1,6,6.0,0,1,0,1726,0,2556.0
4,10344,3,1,3,0.0,0,1,0,1458,2,1076.9030855527424
5,5523,6,1,3,1398.0,0,0,0,158,0,577.0
3,3861,6,0,3,147.0,0,0,0,86,1,1842.0
1,8057,6,1,3,27.0,0,1,0,2465,4,55.0
6,13246,3,1,6,0.0,0,1,0,1222,3,458.0
5,16878,6,2,3,38.0,0,1,0,2465,1,942.0
1,11779,6,1,5,6.0,0,1,0,432,2,426.0
3,3640,6,2,5,66.0,1,0,1,2465,1,1076.9030855527424
3,13466,6,1,6,40.0,0,0,0,1630,0,1795.0
3,2083,1,2,6,0.0,0,1,0,432,1,2557.0
1,12556,6,0,3,62.0,0,1,0,812,1,1146.0
3,1680,6,1,6,0.0,0,1,0,2465,1,730.0
3,10868,6,2,3,5.0,0,1,0,2454,1,467.0
1,2926,6,2,3,24.0,0,0,1,2465,1,1076.9030855527424
1,12283,6,0,3,10.0,0,1,0,432,1,899.0
6,253,6,1,3,60.0,0,0,1,2043,3,427.0
6,4320,6,1,6,88.0,0,0,0,2465,1,2008.0
6,9461,6,2,6,4.0,0,1,0,1666,1,228.0
5,13455,6,1,3,1246.0,0,0,0,83,2,840.0
3,17337,8,1,6,160.0,0,0,0,2465,1,92.0
1,3144,6,2,6,31.0,0,1,1,2316,1,1826.0
5,17265,6,1,3,163.0,0,0,0,2465,2,1522.0
1,3144,6,0,3,24.0,0,1,0,839,1,577.0
2,19957,3,1,6,10.0,0,0,0,1458,1,334.0
3,8557,6,2,3,42.0,0,1,0,432,1,621.0
1,12543,6,0,3,258.1383630528429,1,1,0,2465,1,365.0
3,4495,6,1,6,52.0,0,0,0,1517,1,1919.0
3,19117,6,1,6,62.0,0,0,0,1517,4,1448.0
6,9046,6,1,6,22.0,0,1,0,432,2,1111.0
3,2836,6,2,3,14.0,0,1,1,812,1,428.0
6,4502,6,1,3,50.0,0,0,0,2465,2,731.0
5,2448,6,1,3,260.0,0,0,2,2465,2,1461.0
5,7389,6,1,3,501.0,0,1,0,157,2,335.0
6,15445,1,1,3,0.0,0,1,0,1807,1,852.0
3,7844,8,1,3,1.0,0,0,0,2465,0,1857.0
1,5999,6,1,3,24.0,0,0,0,2465,1,365.0
6,8981,6,1,6,4.0,0,1,0,2465,0,760.0
5,7463,6,1,3,402.0,0,0,0,432,4,336.0
3,8756,1,2,6,2.0,0,1,0,1621,1,1795.0
1,15398,8,1,7,30.0,0,0,1,2247,3,486.0
3,956,6,2,3,29.0,0,0,0,2273,1,940.0
3,4786,6,1,3,51.0,0,0,0,2465,2,700.0
6,16656,6,1,7,0.0,0,1,0,2465,3,578.0
5,13855,6,1,3,488.0,0,0,0,83,4,334.0
3,8752,6,2,3,49.0,0,1,0,432,1,1397.0
3,6140,5,1,6,253.0,0,0,0,2465,3,1948.0
3,3150,6,1,3,80.0,2,0,0,432,0,488.0
5,19132,6,1,3,0.0,0,1,0,2465,2,1308.0
1,3144,6,2,3,5.0,0,1,0,1496,1,962.0
1,2862,6,2,5,7.0,0,0,0,83,1,2677.0
3,12795,3,1,3,0.0,0,1,0,1726,0,0.0
2,4086,6,1,6,0.0,0,1,0,812,3,2587.0
6,6510,6,1,6,408.0,0,0,0,2465,1,2192.0
6,15600,1,2,3,31.0,0,0,0,2465,1,1214.0
3,4595,6,2,5,37.0,0,1,0,1089,1,3287.0
2,3329,6,2,3,7.0,0,0,0,232,1,882.0
1,8057,6,1,3,48.0,0,0,0,522,1,0.0
0,8228,3,0,3,19.0,0,1,0,2465,1,1492.0
1,13972,1,2,5,15.0,0,1,0,1457,1,1681.0
4,11835,6,1,3,2154.0,0,0,0,83,4,231.0
6,3535,3,0,6,522.0,0,1,0,2465,1,1185.0
5,12840,6,1,6,351.0,0,1,0,2140,2,1553.0
5,12616,6,1,6,119.0,0,0,0,1621,1,1335.0
3,979,6,1,3,172.0,0,0,0,432,1,1158.0
0,13769,5,0,6,10.0,0,0,0,1458,1,883.0
1,6958,6,1,3,9.0,0,1,0,2465,1,296.0
1,1073,6,2,3,34.0,0,0,0,2465,1,1218.0
1,500,6,2,6,29.0,0,1,0,1089,1,703.0
3,10743,6,2,3,0.0,0,1,0,1886,1,700.0
3,8441,9,2,6,10.0,1,0,0,750,1,881.0
3,12965,6,2,3,44.0,0,0,0,812,1,3319.0
6,283,6,1,6,30.0,0,0,0,157,1,294.0
5,18007,6,1,6,0.0,0,1,0,432,1,425.0
6,4077,6,1,3,16.0,0,1,1,158,4,884.0
5,14142,6,1,3,100.0,1,1,0,2465,1,1126.0
5,650,6,1,3,606.0,0,0,1,83,1,2100.0
3,18543,6,1,6,102.0,0,1,0,432,1,2051.0
3,11124,1,1,6,154.0,0,0,0,1457,1,488.0
3,15444,6,1,5,105.0,0,0,0,2348,0,1431.0
5,3306,6,1,3,171.0,0,1,0,593,0,670.0
3,16774,6,1,6,48.0,0,0,0,83,2,1632.0
1,16244,6,0,6,0.0,0,1,0,2465,1,0.0
6,8981,6,2,3,2.0,0,1,0,1719,1,701.0
3,11124,6,1,6,66.0,0,0,2,2465,3,1277.0
6,11101,6,1,3,0.0,0,1,0,2465,1,914.0
3,9249,6,1,6,84.0,0,1,0,432,4,782.0
3,9231,6,1,3,11.0,0,0,0,1457,3,1035.0
5,9608,6,1,8,140.0,0,1,0,2465,0,882.0
1,12556,6,0,3,258.1383630528429,1,1,0,1621,1,1076.9030855527424
1,16878,6,1,3,32.0,0,0,0,2465,2,579.0
2,16314,6,2,6,18.0,0,1,0,812,1,2048.0
3,15945,6,1,3,0.0,0,1,0,157,1,883.0
1,17132,6,1,3,22.0,0,1,0,432,1,317.0
6,1435,6,2,6,64.0,0,1,0,2465,1,1156.0
6,1308,6,1,6,0.0,0,1,0,2362,3,0.0
6,17692,9,1,1,800.0,1,0,0,1517,1,1076.9030855527424
3,17210,6,1,6,44.0,0,1,1,432,2,672.0
3,10414,6,2,5,59.0,0,0,0,157,1,3712.0
1,677,6,0,5,48.0,0,1,0,1089,3,1076.9030855527424
6,17623,6,1,6,2.0,0,1,0,2465,4,760.0
3,7823,6,1,3,17.0,0,1,0,1807,1,1369.0
2,7189,6,0,3,12.0,0,0,0,2316,1,731.0
6,16082,3,1,6,90.0,0,0,0,157,1,1673.0
1,19408,0,1,6,100.0,0,0,0,1719,1,335.0
1,1670,8,2,5,0.0,0,1,0,1457,1,552.0
6,12629,6,1,6,35.0,0,1,0,2465,1,1064.0
4,18912,3,1,6,72.0,0,0,0,2465,0,823.0
2,10937,6,2,3,7.0,0,1,0,1621,1,3129.0
3,18261,6,2,3,0.0,0,1,1,83,1,85.0
1,10304,6,1,6,0.0,0,1,0,374,2,883.0
6,7795,6,2,6,280.0,0,0,1,2465,1,1247.0
1,13855,6,0,3,37.0,0,0,0,2465,1,608.0
3,19682,6,1,3,6.0,0,1,0,432,1,608.0
3,4595,6,2,5,258.1383630528429,1,0,0,1726,1,1076.9030855527424
3,12715,6,1,3,50.0,0,0,0,2465,0,298.0
5,1375,6,1,6,50.0,1,1,0,2465,1,852.0
1,12556,6,0,3,34.0,0,0,0,2465,1,1550.0
5,1456,6,1,3,1454.0,0,1,0,2465,4,1624.0
1,6933,6,0,6,56.0,0,0,1,1517,1,457.0
3,16285,6,2,5,17.0,0,1,0,432,1,2313.0
4,11920,6,1,6,200.0,0,0,1,2465,2,274.0
3,11586,9,0,6,258.1383630528429,1,1,0,2465,1,91.0
1,246,6,2,3,12.0,0,0,0,2465,1,123.0
3,5616,6,1,3,0.0,0,1,0,1614,4,214.0
3,2880,6,1,6,14.0,0,1,1,158,0,1765.0
3,17132,6,1,3,873.0,0,1,0,1614,0,945.0
6,2083,6,1,3,18.0,0,1,0,2465,3,578.0
3,13701,6,2,6,27.0,0,1,1,1517,1,881.0
5,9518,1,1,3,148.0,0,0,1,2465,3,1452.0
2,3610,1,1,3,18.0,0,0,0,956,4,792.0
2,11397,6,0,3,3.0,0,1,0,1621,1,82.0
3,12271,6,2,3,0.0,0,1,0,2465,1,1278.0
6,5478,8,2,6,20.0,0,0,0,2465,1,1187.0
1,1059,6,2,3,44.0,0,1,0,2094,1,823.0
3,10125,6,2,6,20.0,0,1,0,1457,1,669.0
5,4933,9,1,6,270.0,0,0,0,2465,1,2070.0
6,2567,6,2,6,7.0,0,0,0,1621,1,1035.0
6,284,6,2,3,21.0,0,0,0,432,1,608.0
3,19652,6,1,8,124.0,1,0,0,1873,0,1402.0
3,17499,6,0,6,15.0,2,1,0,2247,1,1177.0
6,12817,6,1,6,158.0,0,0,1,2465,1,1400.0
3,2880,6,1,3,60.0,2,1,1,2465,0,1076.9030855527424
3,2578,6,0,6,0.0,0,1,0,2247,1,701.0
1,3540,6,1,6,63.0,0,0,2,2465,4,397.0
5,19361,6,1,3,30.0,2,0,0,2246,1,273.0
1,3123,6,1,3,108.0,0,0,0,1199,4,458.0
