phase,condition,intervention_type,study_design,sponsor_type,enrollment,enrollment_type,status,gender,location,masking,duration
3,3304,6,1,3,172.0,0,0,0,2465,1,1461.0
1,9895,6,1,3,45.0,0,0,0,2409,1,122.0
1,8057,6,1,6,0.0,0,1,0,2465,1,61.0
3,10835,6,2,5,50.0,1,0,0,1457,1,1764.0
2,13076,1,2,3,0.0,0,1,0,2465,1,1399.0
1,11667,6,0,3,0.0,0,1,0,2465,1,685.0
3,13041,6,2,6,12.0,0,1,0,2247,1,1558.0
5,8820,6,2,3,25.0,0,0,0,1726,1,791.0
3,372,6,1,3,526.0,0,0,0,86,2,880.0
5,15770,6,1,4,87.0,0,1,2,2465,1,2434.0
6,3859,6,1,6,0.0,0,1,0,1719,3,465.0
5,1435,6,1,3,2212.0,0,1,0,157,2,1182.0
3,17885,6,1,6,20.0,0,0,0,432,2,546.0
6,12180,6,1,3,271.0,0,0,0,157,3,945.0
3,2880,6,0,3,23.0,0,1,1,2465,1,578.0
6,15606,6,1,3,40.0,0,1,0,432,4,731.0
3,3144,6,1,3,6.0,0,1,0,2465,4,1186.0
3,366,6,1,8,7.0,0,1,0,1807,1,1488.0
3,17100,6,1,3,0.0,0,1,0,2465,0,1066.0
2,1251,6,1,5,0.0,0,1,0,2465,4,1461.0
1,6725,6,1,3,258.1383630528429,1,0,0,2465,0,30.0
1,3320,6,0,3,56.0,0,0,0,812,1,2542.0
1,19686,3,2,6,1.0,0,0,0,432,1,1035.0
3,2880,6,2,3,25.0,0,1,0,880,1,1826.0
4,7117,6,1,6,28.0,0,1,0,812,2,365.0
6,8388,6,0,3,1.0,0,1,2,1496,1,153.0
3,4128,6,1,3,326.0,0,1,0,83,1,2513.0
5,11101,6,0,3,258.1383630528429,1,0,0,432,1,365.0
3,3908,6,1,3,16.0,0,1,0,432,2,1076.9030855527424
3,10989,1,2,3,3.0,0,1,0,1517,1,2832.0
3,11577,6,2,6,20.0,0,0,1,2465,1,944.0
6,6224,6,1,6,70.0,0,0,1,2465,0,151.0
5,14869,6,1,3,144.0,0,0,0,2465,1,1540.0
3,2880,6,1,3,72.0,0,0,1,2247,1,3992.0
5,2924,6,1,3,821.0,0,1,1,432,1,730.0
3,10937,6,0,6,14.0,0,1,0,1458,1,1857.0
3,17734,6,2,3,6.0,0,1,0,2465,1,398.0
3,3320,6,0,3,161.0,0,1,0,157,1,1823.0
6,6988,6,1,3,84.0,0,0,0,1726,1,608.0
3,500,6,2,3,7.0,0,1,0,880,1,1887.0
1,5101,6,1,3,21.0,0,0,0,2465,1,29.0
3,12272,6,0,6,258.1383630528429,1,1,0,83,1,1370.0
5,5101,6,1,3,78.0,0,0,0,2465,2,2710.0
5,12334,3,0,3,12.0,0,0,0,1517,3,972.0
5,14931,6,1,8,257.0,0,0,0,2465,1,1035.0
5,8475,6,0,3,185.0,0,1,0,83,1,790.0
5,8948,6,1,3,516.0,0,0,0,2465,2,670.0
1,464,6,2,5,11.0,0,0,0,2247,1,2217.0
6,19208,6,2,7,73.0,0,0,0,1726,1,1008.0
3,8557,6,2,3,42.0,0,1,0,432,1,621.0
3,5591,6,1,6,13.0,0,0,0,2465,0,214.0
1,8057,6,1,3,78.0,0,0,0,1719,0,203.0
1,3614,1,2,6,0.0,0,1,0,1420,1,1948.0
3,8629,6,2,6,9.0,0,1,0,2247,1,1372.0
3,3861,6,0,6,126.0,1,0,0,2465,1,1096.0
6,15089,6,1,5,12.0,0,1,0,1621,0,2100.0
4,2997,3,1,1,0.0,0,1,0,2465,1,3409.0
3,3940,6,1,6,168.0,0,0,2,2465,0,1568.0
6,2347,6,1,3,171.0,0,0,0,432,2,458.0
3,14396,6,1,3,48.0,2,1,0,1089,0,2647.0
6,4035,6,2,6,32.0,0,0,0,305,1,578.0
3,1480,1,0,6,0.0,0,1,0,1420,1,1704.0
2,15770,1,0,3,20.0,2,0,2,2465,1,670.0
1,7340,6,1,6,23.0,0,1,0,1524,0,2672.0
5,6297,3,1,3,60.0,2,0,0,1873,1,212.0
3,11405,6,0,6,12.0,1,0,0,2465,1,396.0
6,8219,6,2,6,16.0,0,0,0,2246,1,1674.0
1,17503,6,2,3,21.0,0,0,0,432,1,822.0
6,10269,9,1,6,80.0,0,0,0,1020,2,1065.0
0,8299,6,1,6,6.0,0,1,0,1734,1,1614.0
1,12650,6,2,6,0.0,0,1,0,2247,1,4809.0
5,11436,6,1,6,300.0,1,1,2,2465,1,792.0
3,13196,1,1,3,840.0,0,0,0,2008,2,1093.0
6,11533,6,1,6,4.0,0,1,0,2246,0,1826.0
3,8804,6,1,6,2.0,0,1,1,1089,3,1126.0
3,3320,1,0,3,6.0,0,1,0,1089,1,2891.0
2,13972,6,0,6,52.0,0,1,0,2465,1,1157.0
1,15768,6,2,6,6.0,0,1,2,680,1,489.0
6,5356,5,1,6,400.0,1,1,0,2465,2,365.0
5,2123,6,1,6,0.0,0,1,0,2465,0,0.0
3,15356,6,1,3,42.0,2,0,0,601,0,1247.0
1,438,6,1,6,0.0,0,1,0,2465,1,2102.0
1,13674,6,1,3,50.0,0,0,0,1199,0,477.0
6,9706,6,0,1,6.0,0,1,0,1666,1,1279.0
3,3144,6,1,7,2.0,0,1,0,2391,1,424.0
3,9590,1,1,5,406.0,0,0,0,1457,4,212.0
6,5765,6,1,6,42.0,0,0,0,603,4,1127.0
5,5101,6,1,3,568.0,0,0,0,157,2,2140.0
3,573,6,1,6,49.0,0,1,0,2465,4,1386.0
3,7099,6,2,6,15.0,0,0,0,1873,1,792.0
3,3320,6,2,3,28.0,0,1,0,1353,1,881.0
5,10743,6,0,3,500.0,2,0,0,83,1,791.0
3,14807,6,1,3,43.0,0,0,0,432,3,365.0
5,12468,9,1,6,83.0,0,1,0,2465,1,3000.0
0,2083,6,1,6,0.0,0,1,0,2465,4,0.0
1,10937,6,2,3,258.1383630528429,1,0,0,83,1,2434.0
6,2807,6,0,6,20.0,0,1,0,2425,1,1511.0
3,10937,1,2,5,98.0,0,0,0,1621,1,1158.0
6,2123,6,0,3,23.0,0,1,0,2465,4,335.0
1,1435,6,1,3,197.0,0,1,0,157,4,2490.0
4,8981,6,1,6,36.0,0,0,0,554,2,394.0
3,6327,6,2,6,0.0,0,1,1,2465,1,700.0
5,12153,6,1,6,493.0,0,0,0,2465,1,1096.0
5,9590,1,0,3,1252.0,0,0,0,812,0,233.0
3,11577,6,0,3,160.0,1,1,1,157,1,1127.0
3,11577,6,2,6,4.0,0,1,1,2465,1,1157.0
5,4827,9,1,6,302.0,0,1,0,2465,1,4271.0
3,11614,6,2,3,30.0,0,0,0,2247,1,2757.0
5,19738,6,1,3,1150.0,0,0,0,1614,2,304.0
3,15933,6,1,3,614.0,0,0,0,83,0,528.0
3,9249,6,1,6,3.0,0,1,0,1726,4,884.0
3,17763,6,0,3,63.0,0,1,0,157,1,1019.0
3,7698,1,1,5,104.0,0,0,0,1457,0,1374.0
6,8981,6,1,3,207.0,0,0,0,157,0,1076.9030855527424
6,19217,6,1,3,130.0,0,0,0,880,1,486.0
6,7823,6,1,3,50.0,2,0,0,2448,3,638.0
5,8472,6,2,3,20.0,0,0,0,2465,1,305.0
1,6620,6,1,3,58.0,0,0,0,1726,2,122.0
5,2880,6,1,5,622.0,0,0,1,1524,1,5048.0
5,10900,6,1,3,381.0,0,1,0,2465,4,2082.0
6,7085,3,1,6,25.0,0,0,0,305,3,1277.0
3,14102,6,1,3,64.0,2,0,0,2465,0,335.0
3,3640,6,2,5,258.1383630528429,1,0,1,158,1,1076.9030855527424
6,15770,6,2,3,230.0,0,0,2,1893,1,1445.0
6,8466,1,2,3,106.0,0,0,0,2465,1,202.0
6,19294,6,1,6,145.0,0,0,0,2465,2,2315.0
6,11124,6,1,6,374.0,0,0,0,2179,1,669.0
3,1430,6,1,3,90.0,0,1,0,2465,0,1092.0
1,1141,1,1,8,0.0,0,1,1,2465,1,426.0
0,9702,6,1,6,40.0,0,0,2,432,4,3287.0
3,15642,6,2,5,29.0,0,0,1,1517,1,1613.0
3,10414,1,2,4,24.0,0,1,0,812,1,2130.0
3,4167,6,2,5,4.0,0,1,0,1517,1,1491.0
1,17763,6,2,3,132.0,0,0,0,157,1,3311.0
3,1784,0,1,6,10.0,0,1,0,2465,3,1076.9030855527424
4,196,6,1,6,35.0,0,1,0,1726,0,3044.0
3,8915,1,1,3,310.0,0,0,0,63,4,1076.9030855527424
3,19738,6,0,3,131.0,0,1,0,432,1,3744.0
3,5097,6,1,3,32.0,0,1,0,2465,2,700.0
3,2517,6,0,5,54.0,0,0,0,1457,1,2370.0
5,5646,6,1,3,482.0,0,1,0,1621,2,2051.0
3,6907,6,1,1,3.0,0,1,0,432,3,761.0
5,8219,6,1,6,0.0,0,1,0,1726,2,881.0
2,8519,6,2,3,22.0,0,0,0,2465,1,823.0
5,2880,6,0,3,70.0,0,0,1,2465,2,3134.0
1,7485,1,0,3,3.0,0,1,0,1524,1,792.0
3,1435,6,0,3,364.0,0,1,0,157,2,923.0
5,11340,1,1,3,4538.0,0,0,0,83,4,1042.0
6,9545,6,1,6,60.0,0,1,1,2465,3,1106.0
5,10835,10,1,5,356.0,0,0,0,157,1,5206.0
1,6598,6,2,5,13.0,0,1,0,1457,1,1673.0
3,596,6,1,6,86.0,0,0,0,2465,2,1218.0
3,5642,6,2,5,9.0,0,1,2,432,1,852.0
3,5499,1,1,3,47.0,0,0,0,2465,2,670.0
1,10835,6,2,5,69.0,0,0,0,157,1,2802.0
1,3631,2,2,6,17.0,0,0,0,390,1,417.0
5,4089,6,2,3,4.0,0,1,0,2465,1,487.0
1,4025,1,0,3,53.0,0,0,0,2465,1,703.0
5,15723,6,1,6,0.0,0,1,0,2247,3,700.0
2,11192,1,2,3,35.0,0,1,0,2186,1,2594.0
5,7586,1,1,5,105.0,0,0,0,1458,0,1399.0
3,1544,6,2,3,36.0,0,0,0,880,1,1343.0
3,12153,6,2,3,0.0,0,1,0,432,1,115.0
2,5604,6,1,3,0.0,0,1,0,2146,2,549.0
6,5310,6,2,6,52.0,0,1,0,2316,1,1723.0
1,10531,1,2,3,6.0,1,0,0,1807,1,641.0
3,8016,6,2,6,0.0,0,1,0,2465,1,730.0
3,6426,6,0,6,75.0,1,1,0,1089,1,1826.0
1,2167,6,1,3,21.0,0,0,0,1719,2,867.0
3,19471,6,1,3,239.0,0,0,0,83,2,762.0
1,1338,6,1,3,103.0,0,0,2,2465,2,516.0
4,4439,1,1,6,21.0,0,1,0,890,3,998.0
3,9077,6,1,6,3.0,0,1,0,2465,1,519.0
1,19177,6,2,3,9.0,0,1,0,812,1,608.0
3,9556,6,1,3,67.0,0,0,0,2465,0,337.0
1,8057,6,1,3,64.0,0,0,0,1603,1,31.0
1,8162,6,2,6,6.0,0,0,0,1621,1,92.0
2,7226,6,0,5,59.0,0,0,0,1089,1,2137.0
5,6449,6,1,3,89.0,0,1,0,2465,4,882.0
5,15870,6,1,3,39.0,0,1,0,2465,1,546.0
6,8460,1,1,6,80000.0,2,0,0,1157,1,7763.0
1,2791,6,2,6,20.0,1,0,0,2392,1,273.0
1,8162,6,1,3,56.0,0,0,0,2465,2,478.0
5,4658,6,1,3,0.0,0,1,0,1534,2,397.0
3,17094,10,2,6,25.0,0,1,0,2465,1,1098.0
3,1624,6,1,3,1.0,0,1,0,432,2,122.0
1,8162,6,1,3,52.0,0,0,0,2247,1,122.0
6,953,6,2,3,114.0,0,0,0,593,1,1429.0
3,14405,6,2,3,17.0,0,0,2,2465,1,712.0
2,15367,6,2,8,0.0,0,1,0,2465,1,1496.0
6,17302,6,2,6,24.0,0,0,0,2465,1,511.0
3,2170,6,1,6,34.0,0,0,0,1807,2,1400.0
5,13961,6,1,3,30.0,0,0,0,2295,1,1887.0
3,12886,6,2,3,40.0,0,0,0,812,1,2070.0
1,962,6,0,3,12.0,0,1,0,534,1,304.0
1,15803,6,1,3,24.0,0,0,2,1621,1,57.0
1,11517,1,2,3,67.0,0,1,0,432,1,1517.0
5,18271,6,1,3,270.0,0,1,0,157,0,1076.9030855527424
2,12153,6,2,4,18.0,0,0,0,1458,1,1582.0
3,7650,6,1,3,32.0,2,1,0,2465,0,579.0
3,15770,6,0,5,24.0,0,0,2,1457,1,1304.0
6,15244,9,1,6,36.0,0,0,0,1311,2,943.0
3,11619,9,1,6,4.0,0,1,0,984,1,668.0
3,12679,6,2,7,142.0,0,0,0,2465,1,1404.0
6,7360,6,1,6,60.0,0,1,0,2369,2,3327.0
1,10856,6,1,3,32.0,0,1,0,762,0,81.0
3,12153,1,2,6,6.0,0,1,0,1807,1,1065.0
3,7488,6,2,6,4.0,0,1,0,1093,1,1195.0
6,3098,6,1,8,59.0,0,0,0,699,2,1744.0
6,4058,6,1,6,26.0,0,0,0,2465,0,169.0
1,14102,7,0,5,25.0,0,0,0,1457,1,3250.0
6,2801,9,1,6,65.0,0,1,0,2465,1,1004.0
3,5616,9,1,3,184.0,0,1,0,157,3,945.0
3,10937,6,2,5,35.0,0,0,0,680,1,1076.9030855527424
3,6554,6,2,6,35.0,0,0,0,2454,1,639.0
1,4799,6,1,3,18.0,0,0,2,2465,1,243.0
5,6093,6,1,3,539.0,0,0,0,157,4,1076.9030855527424
3,13246,6,1,3,54.0,0,0,0,1603,1,75.0
3,14058,6,0,5,9.0,0,1,0,1457,1,922.0
5,9691,6,1,3,27.0,0,0,0,1807,2,974.0
3,9940,6,2,3,30.0,0,1,0,432,1,618.0
2,17869,6,0,5,5.0,0,1,0,432,1,486.0
3,2006,1,1,3,30.0,0,0,0,374,2,427.0
3,5400,6,1,6,60.0,0,0,0,2465,4,432.0
5,18271,6,1,5,1015.0,0,1,0,83,2,1914.0
1,7844,1,1,7,19.0,0,1,0,1752,2,1430.0
1,8162,6,1,3,13.0,0,0,0,2465,1,62.0
5,13500,6,1,6,1.0,0,1,0,2425,1,122.0
5,4224,6,1,3,195.0,0,0,0,432,4,578.0
2,2191,6,0,3,16.0,0,1,0,2465,1,760.0
1,8162,6,1,3,116.0,0,0,0,2316,1,97.0
3,6953,6,2,6,22.0,0,0,1,1496,1,612.0
3,11397,6,2,3,8.0,0,1,0,1621,1,274.0
1,19411,6,2,5,19.0,0,0,0,1719,1,2009.0
5,8219,6,1,5,216.0,0,0,0,157,4,1461.0
5,16878,6,1,3,311.0,0,0,0,2465,4,1248.0
5,1482,6,1,3,355.0,0,0,0,2465,1,872.0
6,17982,6,1,6,5.0,0,1,0,1726,0,408.0
5,4647,6,1,3,1088.0,0,0,0,2465,2,179.0
1,5334,1,1,6,10.0,0,0,2,2465,1,212.0
6,15998,6,2,6,9.0,0,0,1,2465,1,589.0
1,4963,6,1,6,0.0,0,1,0,2316,1,731.0
5,2224,6,1,3,110.0,0,0,0,956,1,1065.0
1,11863,6,0,3,5.0,0,0,2,1726,1,366.0
6,10247,6,1,6,5.0,0,1,0,1496,2,155.0
3,12556,6,0,3,53.0,0,0,0,86,1,1432.0
2,12795,6,1,1,0.0,0,1,0,601,4,1035.0
3,5352,6,1,5,80.0,0,0,0,1457,2,824.0
1,17634,6,0,3,30.0,0,0,2,2465,1,39.0
6,13287,6,1,6,303.0,0,0,0,1726,0,2344.0
3,4184,6,1,3,36.0,0,0,0,2465,4,61.0
5,13029,6,1,3,40.0,2,0,0,2465,0,213.0
5,15770,6,1,5,67.0,0,0,2,1726,1,1034.0
3,8759,8,1,6,179.0,0,0,0,1458,1,882.0
6,4855,6,1,3,53.0,0,1,0,1458,4,393.0
2,12965,6,0,3,3.0,0,1,0,812,1,556.0
2,2926,6,2,6,12.0,0,0,1,2465,1,943.0
4,1730,5,1,3,258.0,0,1,0,2465,2,730.0
3,1928,6,1,6,0.0,0,1,0,1093,2,730.0
3,2946,6,1,6,24.0,0,0,0,991,2,699.0
5,17970,6,1,6,284.0,0,0,0,2410,4,487.0
5,6272,3,0,3,0.0,0,1,0,434,1,1076.9030855527424
1,12650,6,2,6,71.0,0,0,0,1621,1,3567.0
6,2831,8,1,6,67.0,0,1,0,1666,3,304.0
3,16727,10,2,7,23.0,0,1,0,956,1,2286.0
6,1554,6,1,3,3.0,0,1,0,2465,2,609.0
3,11586,1,2,5,2.0,0,1,0,1457,1,731.0
1,8057,6,1,3,40.0,0,0,2,2465,2,123.0
3,2880,6,1,3,1.0,0,1,1,432,1,700.0
3,4132,6,2,3,5.0,0,1,0,1614,1,396.0
6,1691,6,1,6,50.0,0,0,0,880,4,212.0
4,14102,5,2,5,57.0,0,1,0,880,2,1247.0
3,4167,1,2,5,4.0,0,1,0,1496,1,1034.0
6,5438,6,0,6,91.0,0,0,0,1089,1,822.0
3,11748,6,2,3,10.0,0,1,1,1108,1,926.0
6,10730,0,1,3,216.0,0,0,0,2174,1,1795.0
3,1784,6,1,3,18.0,0,0,0,432,2,1099.0
5,4060,6,1,3,1394.0,0,0,0,83,2,577.0
3,12276,6,2,6,20.0,1,1,0,2465,1,1461.0
6,13676,6,1,3,101.0,0,0,0,680,4,1218.0
2,10705,6,1,3,71.0,0,1,0,157,1,1585.0
3,4335,6,1,6,80.0,0,0,0,1517,0,578.0
4,9545,6,1,6,200.0,0,0,1,753,3,610.0
5,4106,6,1,3,657.0,1,1,0,83,1,730.0
1,12153,6,2,3,17.0,0,0,0,2465,1,1076.9030855527424
3,16303,1,2,6,0.0,0,1,0,2465,1,944.0
3,8219,6,1,3,8.0,0,1,0,2465,2,274.0
1,12556,6,0,3,29.0,0,0,0,2465,1,974.0
5,12965,6,1,3,1382.0,0,1,0,158,2,1789.0
1,2880,1,0,5,0.0,0,1,1,432,1,1076.9030855527424
6,2093,6,1,5,190.0,0,0,0,2246,2,2343.0
3,10937,6,1,3,23.0,0,1,0,1458,0,995.0
3,12885,6,0,3,101.0,0,1,0,1666,1,1675.0
1,12283,6,0,3,10.0,0,1,0,432,1,899.0
5,8397,1,2,3,27.0,0,0,2,2356,1,1076.9030855527424
3,15770,6,1,3,6.0,0,1,2,432,0,1858.0
1,17763,6,2,6,48.0,0,0,0,1089,1,1906.0
2,915,6,0,3,12.0,0,0,0,2454,1,718.0
6,9474,6,1,3,197.0,0,0,0,2465,1,942.0
4,5446,3,1,6,60.0,0,0,0,2465,2,945.0
3,6851,6,1,6,22.0,0,0,0,1621,4,182.0
5,8981,6,1,3,1422.0,0,0,0,1614,0,365.0
5,16610,6,0,3,1077.0,0,0,0,880,1,1645.0
3,4469,6,1,6,54.0,0,0,0,2362,0,2192.0
5,2918,3,0,3,102.0,0,1,1,812,1,1004.0
1,14009,6,1,3,33.0,0,1,0,593,1,763.0
3,5549,6,1,3,159.0,0,1,0,2465,0,238.0
5,10567,2,1,6,81.0,0,0,0,1347,0,432.0
6,19283,3,1,6,133.0,0,1,0,2465,1,1857.0
5,15870,6,1,6,0.0,0,1,0,2465,2,972.0
1,8313,6,2,3,84.0,0,1,0,593,1,1451.0
5,9590,1,2,3,91.0,0,0,0,2465,1,214.0
1,19219,6,1,3,24.0,0,0,0,1603,1,62.0
3,8493,6,1,3,368.0,0,0,0,2465,0,1352.0
3,7488,6,0,6,12.0,0,0,0,2465,1,455.0
3,16765,6,1,3,220.0,0,0,0,687,0,296.0
1,12288,6,0,3,24.0,0,1,0,2465,1,684.0
5,8436,6,1,6,0.0,0,1,0,1621,1,1076.9030855527424
0,13855,6,2,6,0.0,0,1,0,2465,1,0.0
4,4439,1,1,6,21.0,0,1,0,890,3,998.0
4,4439,6,1,1,153.0,0,1,0,1517,4,1538.0
3,19219,6,1,6,154.0,0,0,0,432,0,395.0
5,14552,6,1,3,138.0,0,0,0,2465,1,485.0
5,15759,1,1,3,1561.0,0,0,0,432,0,92.0
1,8057,6,1,3,258.1383630528429,1,0,0,2465,0,274.0
1,8142,6,0,3,6.0,1,0,2,2392,1,0.0
1,8057,6,1,3,24.0,0,0,2,2465,1,31.0
1,10835,6,2,5,30.0,0,0,0,83,1,1369.0
6,4089,6,2,6,1.0,0,1,0,2465,1,457.0
1,996,6,2,3,53.0,0,1,0,157,1,1095.0
5,16057,8,1,6,80.0,0,0,1,2247,3,1706.0
5,11863,6,2,6,11.0,0,1,0,2460,1,1654.0
1,101,1,0,5,5.0,0,1,0,432,1,1534.0
3,8219,6,1,6,10.0,0,1,0,202,3,314.0
6,17697,6,1,3,110.0,0,0,0,2247,4,335.0
5,16892,6,1,8,115.0,0,0,0,1231,1,731.0
3,16919,6,2,3,43.0,0,0,0,2465,1,1816.0
3,11293,6,2,3,13.0,0,1,0,157,1,1005.0
3,10127,6,2,4,35.0,0,0,0,432,1,1764.0
1,17766,6,1,3,54.0,0,1,0,2247,1,1076.9030855527424
1,17763,6,0,3,140.0,0,1,0,432,1,1981.0
3,18356,0,1,5,270.0,0,0,0,1719,1,2100.0
6,16025,6,1,6,0.0,0,1,1,1089,4,488.0
6,10260,6,1,6,33.0,0,1,0,432,0,1431.0
3,7644,6,2,3,2.0,0,1,0,1726,1,1096.0
3,2083,6,1,3,5.0,0,1,0,2465,2,457.0
6,2093,6,1,6,0.0,0,1,0,1424,2,731.0
3,15917,6,2,3,25.0,0,1,0,432,1,1007.0
3,5697,9,0,7,106.0,0,0,0,2465,1,1614.0
6,16898,6,1,3,377.0,0,0,0,157,4,91.0
3,16779,1,1,3,15.0,0,1,0,2465,2,237.0
6,11133,6,1,8,245.0,0,1,0,163,1,396.0
6,3054,6,1,7,65.0,0,0,0,2465,4,1883.0
1,3640,6,0,6,0.0,0,1,1,1517,1,425.0
2,7083,3,1,6,10.0,1,1,0,2465,3,1076.9030855527424
4,7809,1,2,3,4.0,0,0,2,1621,1,59.0
6,13246,6,1,3,60.0,0,0,0,1353,4,641.0
2,16314,6,0,5,48.0,0,0,0,1517,1,4738.0
1,8162,1,1,3,66.0,0,1,0,2465,4,753.0
3,13246,6,1,6,28.0,0,0,0,1458,2,1673.0
3,17189,6,1,3,779.0,0,0,0,2465,2,304.0
4,19156,6,1,6,570.0,0,0,0,2465,1,1216.0
5,3032,6,1,6,1152.0,0,0,0,1987,1,4432.0
2,15090,6,1,3,65.0,2,0,0,880,0,883.0
1,8057,6,1,3,34.0,0,0,2,565,1,31.0
6,18554,9,1,6,0.0,0,1,0,2465,1,236.0
3,5943,6,0,3,10.0,0,1,2,432,1,579.0
0,12674,6,0,6,10.0,0,0,0,432,1,699.0
2,821,1,2,5,18.0,0,1,0,1517,1,1949.0
5,10510,6,2,3,11.0,0,1,0,880,1,428.0
1,8981,6,1,6,44.0,2,0,0,2465,3,120.0
1,3614,3,1,6,30.0,0,0,0,1726,3,458.0
3,2603,6,2,3,97.0,0,1,0,157,1,593.0
5,11060,6,1,3,720.0,2,0,0,2465,0,1006.0
5,7795,0,1,5,2031.0,0,0,1,1093,4,1523.0
1,8057,6,1,3,18.0,0,1,0,2465,1,125.0
6,1627,6,1,6,0.0,0,1,0,2134,4,2344.0
2,4086,6,1,6,0.0,0,1,0,812,3,2587.0
3,3501,6,2,6,1.0,0,1,0,2362,1,418.0
1,2880,6,2,5,29.0,0,1,0,432,1,1852.0
3,17101,6,2,6,21.0,0,1,0,2465,1,1280.0
3,10815,3,1,3,20.0,0,1,0,1719,1,1430.0
5,8981,6,1,3,218.0,0,0,0,2465,0,212.0
5,17617,3,1,6,53.0,0,1,0,1992,1,1765.0
3,4110,6,1,3,0.0,0,1,0,2465,2,17.0
6,7389,6,1,3,32.0,0,0,0,432,0,518.0
1,10445,6,0,6,11.0,0,1,0,1093,1,397.0
3,10856,6,1,3,604.0,0,1,0,2465,0,442.0
3,17659,6,2,6,6.0,0,1,0,432,1,942.0
3,4310,6,2,3,47.0,0,0,0,812,1,804.0
5,2603,6,1,3,100.0,2,1,0,1222,1,121.0
3,9027,6,1,6,13.0,0,1,0,1726,0,1645.0
5,17132,6,1,6,24.0,0,1,0,2465,4,1127.0
1,2865,6,0,5,10.0,0,1,0,1666,1,913.0
1,2081,1,2,6,17.0,0,1,0,1666,1,213.0
4,7588,6,0,6,24.0,0,1,0,2465,1,943.0
5,3035,6,1,6,430.0,2,1,0,2465,1,2131.0
3,7360,6,1,3,114.0,0,0,0,157,0,362.0
2,7485,6,1,4,28.0,0,1,0,2465,1,577.0
3,4530,6,1,3,43.0,0,1,0,2465,0,457.0
6,8057,6,1,3,48.0,1,1,0,2316,0,153.0
5,5198,5,2,6,0.0,0,1,0,2465,1,183.0
5,16609,6,1,3,131.0,0,0,0,432,1,2538.0
6,16761,3,1,6,93.0,0,1,0,1621,1,2376.0
3,5591,6,1,3,40.0,0,0,0,2465,3,1218.0
5,8519,6,1,6,268.0,2,0,0,2465,1,2830.0
0,12241,9,1,6,0.0,0,1,0,2465,0,65.0
5,5642,1,1,8,356.0,0,0,0,2465,2,1277.0
3,11835,1,1,6,22.0,0,0,0,1458,2,1156.0
1,8057,6,1,3,120.0,0,0,0,2465,4,215.0
3,557,9,2,6,5.0,0,1,0,2465,1,1796.0
5,10970,6,1,3,551.0,0,1,0,157,2,2865.0
6,17029,6,1,6,74.0,0,0,0,1273,2,303.0
1,10414,6,2,5,19.0,0,0,0,432,1,1076.9030855527424
6,12729,3,2,3,20.0,0,0,0,432,0,183.0
6,4246,6,1,3,36.0,0,0,0,2465,1,1277.0
6,19219,6,1,3,191.0,0,1,0,682,0,791.0
3,10937,6,0,6,0.0,0,1,0,88,1,1076.9030855527424
5,13632,6,1,3,364.0,0,0,0,2465,1,578.0
1,11509,1,1,6,7.0,0,0,0,1719,1,1425.0
5,10423,6,1,3,371.0,0,0,0,83,1,3416.0
5,536,6,1,3,178.0,0,1,0,157,2,181.0
2,7486,5,2,6,14.0,0,1,0,157,1,1216.0
3,12642,6,1,3,114.0,0,1,0,2465,2,337.0
5,17132,6,1,3,587.0,0,1,0,158,0,927.0
1,12303,6,2,3,6.0,0,0,0,601,1,761.0
2,17692,6,1,5,35.0,0,0,0,1666,3,1941.0
5,7297,8,1,3,10.0,0,1,0,2465,0,605.0
6,12334,6,1,3,0.0,0,1,0,1666,4,640.0
1,8199,1,2,3,0.0,0,1,0,2247,1,1827.0
3,16053,1,1,3,320.0,0,0,0,432,2,266.0
3,3144,6,1,3,70.0,0,1,0,157,1,638.0
5,9027,6,1,3,245.0,0,0,0,2465,4,245.0
5,5601,6,1,3,241.0,0,0,0,956,2,730.0
6,14928,6,1,5,23.0,0,0,1,2246,4,1249.0
1,13701,6,1,3,53.0,0,0,1,157,0,1485.0
1,10585,1,0,3,15.0,0,1,0,432,1,1644.0
6,6574,9,0,3,25.0,1,1,0,2465,1,792.0
3,378,6,1,3,46.0,0,1,0,432,0,337.0
3,6504,6,1,3,104.0,1,0,2,2465,0,487.0
1,8057,6,1,3,40.0,0,0,0,1517,1,31.0
3,14703,6,1,3,2.0,0,1,0,2465,0,275.0
3,10414,6,2,3,40.0,0,0,0,2247,1,2355.0
6,377,6,1,6,161.0,0,1,0,880,2,1614.0
3,5101,1,1,6,24.0,0,1,0,1458,3,1954.0
3,14096,6,2,1,9.0,0,0,0,601,1,1888.0
3,9721,6,2,3,8.0,0,1,0,2465,1,400.0
6,19681,6,1,3,20.0,0,1,0,1726,2,976.0
3,680,6,2,6,20.0,0,0,2,1734,1,913.0
6,19217,6,2,6,127.0,0,1,0,2465,1,1076.9030855527424
1,4595,6,2,6,1.0,0,0,0,2247,1,1500.0
5,13650,6,1,6,52.0,0,1,0,1496,1,1398.0
3,823,6,2,3,36.0,0,1,0,2465,1,700.0
2,19866,6,1,6,0.0,0,1,0,2465,2,1705.0
2,8747,6,2,6,14.0,0,1,0,1621,1,1353.0
6,5071,6,1,6,20.0,0,1,0,1807,4,1430.0
6,14498,6,1,3,174.0,0,0,0,1614,4,610.0
4,15945,6,2,6,4.0,0,1,0,1807,1,1126.0
6,7308,6,2,3,12.0,0,0,0,2465,1,577.0
